#Neue Seite

#Polyline:
74.8906	215.069
75.1396	225.155
76.5244	233.773
79.0447	240.968
82.7007	246.784
87.4922	251.265
93.4192	254.457
100.482	256.403
108.681	257.147
117.033	256.727
124.533	255.215
131.147	252.717
136.839	249.338
141.575	245.181
145.32	240.352
148.039	234.955
149.697	229.095
151.244	216.265
152.194	202.956
153.701	190.604
156.922	180.642
161.119	172.725
165.316	165.128
170.311	157.212
176.899	148.339
183.839	138.696
189.384	128.734
193.574	118.215
196.45	106.898
198.316	96.5181
198.947	88.4094
197.586	81.7351
193.475	75.6582
190.345	72.4556
186.767	69.1633
182.851	66.1697
178.705	63.8635
174.44	62.6333
170.165	62.8674
165.989	64.9543
162.022	69.2827
159.118	75.0664
158.356	80.679
160.171	85.2686
164.998	87.9841
168.876	88.6218
172.329	88.6218
175.517	87.9841
178.599	86.709
181.052	85.6931
182.07	85.8059
181.388	87.0081
178.74	89.2593
177.064	90.3408
175.745	90.9507
174.768	91.2815
174.118	91.5261
173.78	91.877
173.74	92.5269
173.981	93.668
174.49	95.4932
175.752	100.782
176.52	107.499
176.092	115.304
173.768	123.861
171.275	129.369
167.373	136.479
162.585	143.26
157.435	147.777
156.803	148.065
156.126	148.256
155.797	148.099
156.214	147.347
158.88	143.606
163.137	136.963
167.571	129.12
170.768	121.777
172.548	114.92
173.419	108.477
173.434	102.715
172.648	97.9016
171.276	94.2712
169.531	91.8096
167.468	90.4106
165.139	89.9678
163.936	89.9155
162.791	89.8418
161.735	89.8706
160.8	90.1272
160.019	90.7356
159.421	91.8206
159.04	93.5066
158.906	95.918
158.964	102.18
158.79	109.351
157.859	116.907
155.647	124.324
152.532	130.946
149.537	136.491
147.1	141
145.659	144.514
144.603	148.638
142.949	154.236
140.578	160.233
137.371	165.553
134.252	169.856
132.35	173.841
131.842	177.985
132.908	182.767
134.003	187.143
133.545	190.045
131.652	191.912
128.445	193.18
124.407	194.425
120.369	195.969
116.969	197.872
114.844	200.193
114.086	203.248
114.365	206.781
115.68	209.995
118.031	212.094
121.242	212.635
124.593	211.802
127.266	209.733
128.445	206.569
128.212	203.328
127.542	200.884
126.95	199.157
126.957	198.068
127.884	197.218
129.427	196.527
131.171	196.395
132.695	197.218
133.718	199.34
134.183	202.557
134.01	206.452
133.12	210.606
131.908	214.418
130.437	217.513
128.129	219.811
124.407	221.232
120.366	221.843
117.261	221.657
114.754	220.515
112.506	218.257
110.6	215.013
109.371	211.271
108.86	207.409
109.106	203.806
109.285	201.628
108.627	201.203
107.253	201.654
105.281	202.106
103.647	202.259
101.814	202.405
100.18	202.318
98.6226	202.544
98.0815	203.487
98.0581	205.068
98.0549	207.206
97.7957	210.118
97.0984	213.608
95.6042	216.979
92.9546	219.532
91.1531	220.225
89.1824	220.375
87.1716	219.958
85.2507	218.948
83.5488	217.32
82.1958	215.049
81.3208	212.112
81.0535	208.481
81.283	204.762
81.7739	201.601
82.4692	199.038
83.3115	197.112
84.2434	195.863
85.2075	195.332
86.147	195.558
87.0042	196.58
88.0332	198.52
88.0664	199.184
87.3027	199.449
85.9414	200.193
84.5168	202.305
83.6301	205.453
83.5803	208.681
84.6663	211.031
86.4727	212.24
88.2791	212.732
89.926	212.585
91.2544	211.881
92.4729	210.437
93.6716	208.295
94.5117	205.875
94.6548	203.593
94.3325	201.933
93.8311	200.831
92.8914	199.888
91.2544	198.705
87.9072	195.916
84.2415	192.968
82.239	190.955
81.1331	188.505
81.1033	186.213
82.3286	184.679
83.8694	183.926
84.9319	183.271
85.9148	182.259
87.2166	180.429
89.1492	178.377
91.998	177.082
96.1223	176.664
101.88	177.241
107.719	178.469
112.366	179.894
116.606	181.481
121.219	183.192
123.806	184.171
124.858	184.812
125.313	185.493
126.107	186.592
127.482	187.24
128.657	186.672
129.036	185.427
128.02	184.042
125.582	182.77
122.388	181.518
118.875	180.306
115.481	179.154
112.121	177.636
108.202	175.78
103.407	174.282
97.4175	173.841
94.7305	173.972
93.177	174.057
92.4751	174.106
92.5007	174.15
91.8921	174.266
90.1418	174.289
89.2087	173.974
89.3516	173.22
90.8293	171.928
92.5559	170.587
93.645	169.644
94.6545	168.94
96.1423	168.315
100.578	167.758
106.131	168.953
110.109	170.544
115.162	172.752
120.057	175.08
123.557	177.029
125.748	177.792
127.223	177.241
127.502	175.893
126.107	174.266
124.085	173.107
122.521	172.486
120.997	171.905
119.094	170.866
116.454	169.209
113.276	167.173
109.979	164.859
106.981	162.365
104.689	160.363
102.836	159.257
100.824	158.749
98.0549	158.54
95.0132	159.181
92.5293	160.957
90.5237	163.172
88.9167	165.128
87.8076	166.595
87.0571	167.944
86.2271	169.372
84.8789	171.078
83.4875	172.41
82.6738	172.646
82.219	171.885
81.9036	170.228
81.1165	167.462
79.5923	163.72
77.6299	159.619
75.5281	155.777
73.9043	152.115
73.0576	148.312
72.8086	144.63
72.978	141.326
73.0078	138.852
72.4199	136.996
71.1548	135.02
69.1526	132.188
66.4661	127.257
63.6006	120.632
61.1731	114.047
59.8018	109.236
59.1509	105.145
58.5798	100.098
58.2478	94.8911
58.3142	90.3218
58.2676	87.1409
57.4641	85.5933
55.8635	85.7195
53.4263	87.5591
51.0188	90.3618
49.468	93.4033
48.6746	96.7637
48.5386	100.522
49.0859	106.313
49.9348	109.944
50.1653	111.061
50.0132	111.737
49.5261	111.711
48.751	110.723
47.2244	106.852
46.4673	102.524
46.3206	98.5237
46.626	95.6348
47.1372	93.1711
48.1665	89.95
50.3914	86.0117
54.489	81.396
60.27	76.0632
66.7883	70.2922
73.5854	64.6008
80.2034	59.5068
85.3867	54.6624
87.5618	49.5984
85.792	44.6541
79.1409	40.168
84.2976	33.052
87.7212	27.231
89.0327	22.0874
87.854	17.0037
91.4336	20.8652
92.2161	25.615
91.0459	30.0859
88.7681	33.1106
87.1709	34.8611
87.1953	36.0815
88.4153	36.4653
90.4043	35.7051
91.4548	34.9099
92.4729	34.0051
93.6057	33.0603
95	32.1455
96.8025	31.3303
99.1606	30.6846
102.221	30.2778
106.131	30.1797
114.967	30.647
123.536	32.2329
131.229	35.6917
137.435	41.7773
139.804	44.7642
141.674	46.2407
143.074	46.4583
144.035	45.6675
144.588	44.1199
144.763	42.0662
144.591	39.7573
144.102	37.4441
143.374	34.9055
142.568	31.9258
141.841	28.7651
141.347	25.6831
141.241	22.9397
141.68	20.7952
142.817	19.509
144.809	19.3411
146.509	30.6843
147.571	42.5056
147.696	48.2542
