#Neue Seite

#Polyline:
16.25	39.75
568.25	39.75
567.25	716.75
16.25	716.75
16.25	39.75

#Polyline:
16.25	39.75
568.25	39.75
567.25	716.75
16.25	716.75
16.25	39.75

#Polyline:
175.25	162.75
176.548	163.093
176.997	163.84
176.783	164.846
176.092	165.968
175.107	167.063
174.015	167.987
173.001	168.598
172.25	168.75
173.898	169.098
174.938	169.469
175.133	169.98
174.25	170.75
176.143	171.481
176.568	172.825
176.084	174.631
175.25	176.75
173.875	178.762
172.125	180.469
170.188	181.566
168.25	181.75
166.955	181.755
166.608	182.47
166.333	183.826
165.25	185.75
164.816	186.539
164.406	187
163.668	187.086
162.25	186.75
161.276	186.674
160.836	186.938
160.546	188.713
160.07	189.281
159.044	189.662
157.25	189.75
152.879	189.688
149.844	189.062
147.512	187.781
145.25	185.75
143.223	184.262
141.406	183.594
140.012	183.254
139.25	182.75
139.285	181.164
139.355	177.055
139.25	175.75
138.324	174.938
137.469	174.875
136.754	175.75
136.25	177.75
136.267	179.101
136.57	180.211
136.979	181.169
137.312	182.062
137.388	182.979
137.023	184.008
136.038	185.235
134.25	186.75
134.871	189.25
134.531	191
133.301	192.375
131.25	193.75
131.071	195.968
130.669	197.973
129.967	199.823
128.888	201.574
127.354	203.285
125.288	205.013
122.613	206.815
119.25	208.75
117.572	209.488
115.621	210.156
113.524	210.684
111.406	211
109.394	211.035
107.613	210.719
106.19	209.98
105.25	208.75
104.351	207.503
103.633	206.699
102.974	206.241
102.25	206.031
101.339	205.974
98.4619	205.93
96.25	205.75
92.1914	204.852
89.2812	203.25
87.3555	200.898
86.25	197.75
85.4375	195.312
83.875	194.562
81.75	194.656
79.25	194.75
77.2148	194.316
76.6562	193.531
76.8945	192.605
77.25	191.75
76.9805	191.434
75.8438	191.656
73.9102	191.926
71.25	191.75
69.9541	191.4
68.7578	190.594
67.7607	189.412
67.0625	187.938
66.7627	186.252
66.9609	184.438
67.7568	182.576
69.25	180.75
70.7065	179.388
71.1055	178.762
70.6782	178.715
69.6562	179.094
68.271	179.742
66.7539	180.504
65.3364	181.225
64.25	181.75
62.7266	182.562
61.625	182.25
61.0859	181.188
61.25	179.75
60.9414	179.484
59.9062	179.875
58.543	180.453
57.25	180.75
56.697	180.709
55.8721	180.531
54.9009	180.127
53.9092	179.414
53.0225	178.306
52.3665	176.716
52.0671	174.56
52.25	171.75
52.1133	170.895
51.7188	170.344
51.0898	169.746
50.25	168.75
48.6367	167.645
47.4688	165.531
47.1914	162.527
48.25	158.75
49.6211	154.996
49.6562	151.781
48.9883	148.801
48.25	145.75
47.7344	142.551
48.0625	140.031
49.2344	138.121
51.25	136.75
53.0547	136.029
53.875	134.703
54.1328	132.9
54.25	130.75
56.1562	130.34
57.6875	129.344
58.75	127.551
59.25	124.75
60.9141	125.004
61.6875	126.031
61.9922	127.668
62.25	129.75
63.2266	131.074
64.4375	130.406
65.5547	128.66
66.25	126.75
66.7305	125.734
67.6562	125.188
69.3789	124.922
72.25	124.75
73.0762	122.12
73.7031	120.441
74.166	119.472
74.5	118.969
74.9219	118.387
75.0801	117.822
75.25	116.75
77.9766	117.02
79.625	116.656
81.0859	115.59
83.25	113.75
85.6758	112.809
87.6562	113.906
89.6836	116.176
92.25	118.75
94.0703	120.473
94.8125	121.281
95.2734	120.824
96.25	118.75
96.9263	117.612
97.4883	117.098
97.9858	117.058
98.4688	117.344
98.9868	117.805
99.5898	118.293
100.328	118.658
101.25	118.75
102.181	118.834
102.648	118.582
102.974	116.653
103.289	115.902
103.991	115.24
105.25	114.75
106.456	114.271
106.977	113.914
106.5	113.312
105.772	112.938
104.898	112.43
104.013	111.722
103.25	110.75
102.551	109.861
101.547	108.746
100.473	107.485
99.5625	106.156
99.0508	104.839
99.1719	103.613
100.16	102.557
102.25	101.75
104.082	101.018
104.953	100.488
104.188	99.9062
98.1758	99.7437
95.25	99.75
91.7163	99.0513
88.3555	97.3945
85.6216	94.8765
83.9688	91.5938
83.8511	87.6431
85.7227	83.1211
90.0376	78.1245
97.25	72.75
98.1094	71.9131
100.375	69.7109
103.578	66.6064
107.25	63.0625
110.922	59.542
114.125	56.5078
116.391	54.4229
117.25	53.75
117.901	54.9771
119.742	58.4438
122.603	63.8306
126.312	70.8164
130.702	79.0813
135.602	88.3042
140.841	98.1653
146.25	108.344
151.659	118.52
156.898	128.372
161.798	137.58
166.188	145.824
169.897	152.784
172.758	158.138
174.599	161.567
175.25	162.75


#Polyline:
120.25	389.75
140.375	375.176
162.364	365.203
185.517	359.792
209.134	358.902
232.516	362.493
254.962	370.525
275.773	382.957
294.25	399.75
308.824	420.04
318.797	442.146
324.208	465.369
325.098	489.009
321.507	512.367
313.475	534.743
301.043	555.438
284.25	573.75
263.96	588.489
241.854	598.579
218.631	604.06
194.99	604.973
171.632	601.359
149.256	593.257
128.562	580.707
110.25	563.75
95.5112	543.625
85.4211	521.636
79.9397	498.483
79.0264	474.866
82.6409	451.484
90.7432	429.038
103.293	408.227
120.25	389.75

#Polyline:
258.25	301.75
277.162	291.125
297.235	284.673
317.864	282.291
338.447	283.872
358.38	289.313
377.061	298.51
393.885	311.357
408.25	327.75
418.875	346.826
425.326	367.016
427.709	387.716
426.128	408.322
420.686	428.232
411.49	446.842
398.643	463.549
382.25	477.75
363.173	488.539
342.984	495.108
322.284	497.561
